endTime,artistName,trackName,msPlayed
2022-06-25 07:58,Coyote Theory,This Side of Paradise - slowed,134144
2022-06-25 08:05,Coyote Theory,This Side of Paradise,446191
2022-06-25 08:05,11:11 Music Group,Past Lives,5290
2022-06-25 08:15,David Kushner,Burn,173620
2022-06-25 08:17,Olakira,Fall,121240
2022-06-25 08:19,Diplo,Don't Forget My Love,118430
2022-06-25 08:23,Passenger,Against the Grain,217880
2022-06-25 08:26,Hayd,Changes,214814
2022-06-25 08:30,Hayd,Closure,196277
2022-06-25 08:39,Passenger,Going Going Gone,159920
2022-06-25 08:52,Khruangbin,Chocolate Hills,86698
2022-06-25 08:55,Olamide,Hate Me,9300
2022-06-25 08:55,Mayorkun,Certified Loner (No Competition),165000
2022-06-25 09:00,SPINALL,PALAZZO,296650
2022-06-25 12:23,AndreMussic,Lost in Your Ways,196048
2022-06-25 15:58,Mayorkun,Certified Loner (No Competition),430894
2022-06-25 16:01,Giggs,The Essence,7570
2022-06-25 16:04,Mayorkun,Certified Loner (No Competition),165000
2022-06-25 16:08,Giggs,The Essence,228494
2022-06-25 16:11,David Kushner,Burn,179173
2022-06-25 16:14,Olakira,Fall,186992
2022-06-25 16:17,Diplo,Don't Forget My Love,199090
2022-06-25 16:21,Passenger,Against the Grain,217880
2022-06-25 16:25,Hayd,Changes,214814
2022-06-25 16:28,Hayd,Closure,196277
2022-06-25 16:30,Passenger,Going Going Gone,142096
2022-06-25 21:58,Obongjayar,Wind Sailor,223613
2022-06-25 22:08,Obongjayar,Wind Sailor,223613
2022-06-25 22:11,Obongjayar,Wind Sailor,192538
2022-06-25 22:13,Obongjayar,Gone Girl,126390
2022-06-25 22:17,Obongjayar,Try,224986
2022-06-25 22:20,Obongjayar,Message in a Hammer,99248
2022-06-25 22:22,Lil Baby,In A Minute,130550
2022-06-25 22:23,Obongjayar,Parasite,47610
2022-06-25 22:30,Obongjayar,Wind Sailor,392733
2022-06-25 22:30,Mayorkun,Certified Loner (No Competition),0
2022-06-25 22:36,Obongjayar,Wind Sailor,364933
2022-06-25 22:40,Obongjayar,Wind Sailor,223613
2022-06-25 22:44,Obongjayar,Wind Sailor,223613
2022-06-25 22:48,Obongjayar,Wind Sailor,223613
2022-06-25 22:51,Obongjayar,Wind Sailor,205816
2022-06-25 22:54,Obongjayar,Some Nights I Dream of Doors,174546
2022-06-25 22:57,Obongjayar,Wrong for It,202066
2022-06-25 23:00,Obongjayar,My Life Can Change Today (Interlude),25520
2022-06-25 23:00,Obongjayar,Sugar,140613
2022-06-25 23:03,Obongjayar,New Man,184733
2022-06-25 23:07,Obongjayar,All the Difference,199773
2022-06-25 23:10,Obongjayar,Tinko Tinko (Don't Play Me for a Fool),187906
2022-06-25 23:13,Obongjayar,I Wish It Was Me,203800
2022-06-25 23:17,Obongjayar,Wind Sailor,220760
2022-06-25 23:24,Obongjayar,All the Difference,396313
2022-06-25 23:27,Obongjayar,Wrong for It,202066
2022-06-25 23:32,Obongjayar,Gone Girl,253685
2022-06-25 23:35,Obongjayar,Wind Sailor,223613
2022-06-25 23:36,Obongjayar,Wind Sailor,710
2022-06-25 23:36,Mayorkun,Certified Loner (No Competition),58140
2022-06-25 23:36,Obongjayar,Gone Girl,1110
2022-06-25 23:37,Obongjayar,Wrong for It,920
2022-06-25 23:41,Obongjayar,Wrong for It,0
2022-06-25 23:41,Obongjayar,All the Difference,199773
2022-06-25 23:44,Obongjayar,All the Difference,199773
2022-06-25 23:47,Obongjayar,Wrong for It,202066
2022-06-25 23:48,Obongjayar,Gone Girl,14300
2022-06-25 23:51,Obongjayar,All the Difference,199773
2022-06-25 23:54,Obongjayar,Wrong for It,202066
2022-06-25 23:58,Obongjayar,Wind Sailor,222930
2022-06-25 23:58,Obongjayar,Wrong for It,630
2022-06-26 00:01,Obongjayar,All the Difference,199773
2022-06-26 00:05,Obongjayar,Wrong for It,202066
2022-06-26 00:09,Obongjayar,Wind Sailor,223613
2022-06-26 00:11,Mayorkun,Certified Loner (No Competition),165000
2022-06-26 00:12,Giggs,The Essence,5546
2022-06-26 00:15,Obongjayar,All the Difference,199773
2022-06-26 00:19,Obongjayar,Wrong for It,202066
2022-06-26 00:23,Obongjayar,Wind Sailor,223613
2022-06-26 00:23,Mayorkun,Certified Loner (No Competition),12576
2022-06-26 13:10,Obongjayar,All the Difference,389076
2022-06-26 13:14,Obongjayar,Wrong for It,202066
2022-06-26 13:18,Obongjayar,Wind Sailor,223613
2022-06-26 13:20,Mayorkun,Certified Loner (No Competition),119566
2022-06-26 13:24,Obongjayar,Wind Sailor,223613
2022-06-26 13:24,Mayorkun,Certified Loner (No Competition),3586
2022-06-26 13:32,Obongjayar,Wind Sailor,446223
2022-06-26 14:11,Mayorkun,Certified Loner (No Competition),519636
2022-06-26 14:15,Giggs,The Essence,171080
2022-06-26 14:53,Obongjayar,All the Difference,199773
2022-06-26 14:57,Obongjayar,Wrong for It,179076
2022-06-26 17:08,Obongjayar,Wrong for It,184670
2022-06-26 17:12,Obongjayar,Wind Sailor,223613
2022-06-26 17:15,Mayorkun,Certified Loner (No Competition),165000
2022-06-26 17:19,Giggs,The Essence,228494
2022-06-26 17:21,Olakira,Fall,1130
2022-06-26 17:21,David Kushner,Burn,160751
2022-06-26 17:21,Diplo,Don't Forget My Love,1420
2022-06-26 17:25,Passenger,Against the Grain,207960
2022-06-26 17:29,Hayd,Changes,214814
2022-06-26 17:32,Hayd,Closure,196277
2022-06-26 17:35,Passenger,Going Going Gone,116768
2022-06-26 21:07,Kizz Daniel,Buga (Lo Lo Lo),183103
2022-06-26 21:11,Fave,Obsessed,1010
2022-06-26 21:11,Asake,Omo Ope (feat. Olamide),77150
2022-06-26 21:11,Darkoo,Always (feat. Black Sherif),940
2022-06-26 21:15,T.I BLAZE,Sometimes - Remix,188943
2022-06-26 21:17,Kizz Daniel,Oshe (feat. The Cavemen.),109466
2022-06-26 21:19,SPINALL,PALAZZO,136830
2022-06-26 21:21,Future,LOVE YOU BETTER,129480
2022-06-26 21:23,Future,WAIT FOR U (feat. Drake & Tems),70160
2022-06-26 21:25,Future,MASSAGING ME,470
2022-06-26 21:25,Future,LOVE YOU BETTER,172440
2022-06-26 21:25,Future,CHICKENS (feat. EST Gee),0
2022-06-26 21:26,Future,WE JUS WANNA GET HIGH,0
2022-06-26 21:26,Future,I'M ON ONE (feat. Drake),0
2022-06-26 21:26,Future,BACK TO THE BASICS,530
2022-06-26 21:26,Future,THE WAY THINGS GOING,0
2022-06-26 21:26,Future,NO SECURITY (feat. BabyFace Ray),0
2022-06-26 21:26,Future,STAYED DOWN (feat. Young Scooter),0
2022-06-26 21:26,Future,AFFILIATED (feat. Lil Durk),0
2022-06-26 21:26,Future,LIKE ME (feat. 42 Dugg & Lil Baby),0
2022-06-26 21:26,Future,HOLY GHOST,0
2022-06-26 21:26,Future,VOODOO (feat. Kodak Black),0
2022-06-26 21:30,Future,WORST DAY,187360
2022-06-26 21:30,Future,JUST THE BEGINNING,39230
2022-06-26 21:33,Future,PUFFIN ON ZOOTIEZ,172933
2022-06-26 21:34,Future,GOLD STACKS,54536
2022-06-26 21:37,Future,BACK TO THE BASICS,177026
2022-06-26 21:38,Future,NO SECURITY (feat. BabyFace Ray),12243
2022-06-26 21:39,Mayorkun,Certified Loner (No Competition),79050
2022-06-27 06:27,Fred again..,Jessie (i miss you),180710
2022-06-27 07:18,Brad Paisley,Whiskey Lullaby (feat. Alison Krauss),23423
2022-06-27 07:18,Said The Sky,Walk Me Home,129700
2022-06-27 14:49,Passenger,Going Going Gone,18280
2022-06-27 14:55,boylife,peas,93767
2022-06-27 21:48,Brad Paisley,Whiskey Lullaby (feat. Alison Krauss),186390
2022-06-27 21:54,Giveon,Lost Me,180953
2022-06-27 22:03,melvitto,Come Over,248366
2022-06-27 23:18,tobi lou,2hrs,48242
2022-06-27 23:19,Bailey Zimmerman,Rock and A Hard Place,81280
2022-06-27 23:39,Giveon,Lost Me,32256
2022-06-27 23:44,Giveon,Lost Me,309423
2022-06-27 23:47,Obongjayar,All the Difference,199773
2022-06-27 23:51,Obongjayar,Wrong for It,202066
2022-06-27 23:55,Obongjayar,Wind Sailor,223613
2022-06-27 23:55,Mayorkun,Certified Loner (No Competition),5752
2022-06-28 06:00,Giveon,Lost Me,496200
2022-06-28 06:03,Giveon,Let Me Go,176692
2022-06-28 06:06,Giveon,Scarred,178264
2022-06-28 06:07,Giveon,dec 11th,59792
2022-06-28 06:10,Giveon,This Will Do,175150
2022-06-28 06:13,Giveon,Get To You,205772
2022-06-28 06:19,Giveon,Tryna Be,170653
2022-06-28 06:22,Giveon,Make You Mine,200191
2022-06-28 06:24,Giveon,july 16th,110716
2022-06-28 06:27,Giveon,For Tonight,143402
2022-06-28 18:48,Giveon,For Tonight,3640
2022-06-28 19:12,Giveon,Lost Me,180953
2022-06-28 19:17,Giveon,Lie Again,34826
2022-06-28 19:27,Giveon,Lost Me,590173
2022-06-28 19:31,Giveon,Another Heartbreak,249315
2022-06-28 20:04,Giveon,At Least We Tried,154590
2022-06-28 20:09,Giveon,Remind Me,204489
2022-06-28 20:19,Giveon,Lost Me,1010
2022-06-28 20:19,Giveon,Unholy Matrimony,344215
2022-06-28 20:19,Obongjayar,All the Difference,7793
2022-06-28 20:50,Giveon,Unholy Matrimony,1085376
2022-06-28 21:03,Giveon,Remind Me,352523
2022-06-28 21:06,Giveon,Lost Me,180953
2022-06-28 21:09,Obongjayar,All the Difference,199773
2022-06-28 21:15,Obongjayar,Wrong for It,182913
2022-06-28 21:38,Obongjayar,Wind Sailor,332890
2022-06-28 22:07,Mayorkun,Certified Loner (No Competition),116070
2022-06-28 22:10,Giveon,Lost Me,180953
2022-06-28 22:13,Obongjayar,All the Difference,165416
2022-06-28 23:03,Giveon,Lost Me,630573
2022-06-28 23:09,Obongjayar,All the Difference,199773
2022-06-28 23:13,Obongjayar,Wrong for It,202066
2022-06-28 23:28,Obongjayar,Wind Sailor,169306
2022-06-28 23:28,Giveon,Lost Me,750
2022-06-28 23:28,Giveon,Remind Me,1110
2022-06-28 23:28,Obongjayar,Wrong for It,370
2022-06-28 23:28,Obongjayar,All the Difference,500
2022-06-28 23:35,Giveon,Unholy Matrimony,400446
2022-06-28 23:38,Giveon,Remind Me,204489
2022-06-28 23:41,Giveon,Lost Me,180953
2022-06-29 03:30,Obongjayar,All the Difference,192520
2022-06-29 06:01,Giveon,Unholy Matrimony,478916
2022-06-29 06:04,Giveon,Remind Me,204489
2022-06-29 06:08,Giveon,Lost Me,156844
2022-06-29 06:11,Obongjayar,All the Difference,199773
2022-06-29 06:12,Obongjayar,Wrong for It,65796
2022-06-29 06:21,Obongjayar,Wind Sailor,531900
2022-06-29 06:24,Giggs,The Essence,7370
2022-06-29 06:24,Mayorkun,Certified Loner (No Competition),165000
2022-06-29 06:28,David Kushner,Burn,179173
2022-06-29 06:30,Olakira,Fall,64246
2022-06-29 06:30,Passenger,Against the Grain,650
2022-06-29 06:30,Diplo,Don't Forget My Love,890
2022-06-29 06:33,Hayd,Changes,214814
2022-06-29 06:38,Hayd,Closure,196277
2022-06-29 06:41,Passenger,Going Going Gone,144098
2022-06-29 06:41,Khruangbin,Chocolate Hills,1280
2022-06-29 06:41,BADBADNOTGOOD,Love Proceeding,940
2022-06-29 06:50,dhruv,moonlight,109030
2022-06-29 06:50,Fela Kuti,Monday Morning in Lagos,1360
2022-06-29 06:50,boylife,peas,19510
2022-06-29 06:55,Post Malone,Reputation,248177
2022-06-29 06:58,Lord Huron,The Night We Met,620
2022-06-29 06:58,Q,Take Me Where Your Heart Is,7450
2022-06-29 06:58,Kate Bush,Running Up That Hill (A Deal With God),1250
2022-06-29 06:58,RADWIMPS,Dream lantern,1220
2022-06-29 06:58,SMPLY T,cutie,1820
2022-06-29 06:58,Mavins,Overloading (OVERDOSE),870
2022-06-29 06:58,DJ Snake,Middle,890
2022-06-29 06:58,Drake,Tie That Binds,166572
2022-06-29 06:58,Łaszewo,Til U Hate Me,1100
2022-06-29 06:59,One Direction,Night Changes - Live Acoustic Session,2320
2022-06-29 06:59,One Direction,Night Changes,2820
2022-06-29 19:15,Giveon,Remind Me,620
2022-06-29 19:15,Giveon,Unholy Matrimony,1115725
2022-06-29 19:18,Giveon,Lost Me,166840
2022-06-29 19:20,Obongjayar,Wrong for It,1200
2022-06-29 19:20,Obongjayar,All the Difference,106780
2022-06-29 19:21,Olakira,Fall,940
2022-06-29 19:21,Passenger,Against the Grain,780
2022-06-29 19:21,Passenger,Going Going Gone,710
2022-06-29 19:21,dhruv,moonlight,680
2022-06-29 19:21,Obongjayar,Wind Sailor,75360
2022-06-29 19:21,Hayd,Changes,710
2022-06-29 19:21,Q,Take Me Where Your Heart Is,1270
2022-06-29 19:21,Khruangbin,Chocolate Hills,860
2022-06-29 19:21,Hayd,Closure,750
2022-06-29 19:21,BADBADNOTGOOD,Love Proceeding,890
2022-06-29 19:21,Giggs,The Essence,560
2022-06-29 19:21,Mayorkun,Certified Loner (No Competition),1700
2022-06-29 19:21,David Kushner,Burn,630
2022-06-29 19:21,Diplo,Don't Forget My Love,660
2022-06-29 19:21,Drake,Tie That Binds,1100
2022-06-29 19:21,Post Malone,Reputation,940
2022-06-29 19:21,Fela Kuti,Monday Morning in Lagos,1250
2022-06-29 19:21,boylife,peas,930
2022-06-29 19:22,Lord Huron,The Night We Met,990
2022-06-29 19:22,One Direction,Night Changes - Live Acoustic Session,1590
2022-06-29 19:22,The Kid LAROI,Thousand Miles,5220
2022-06-29 19:22,Kate Bush,Running Up That Hill (A Deal With God),1240
2022-06-29 19:22,One Direction,Night Changes,860
2022-06-29 19:22,Hayd,What Did I Do?,1530
2022-06-29 19:22,RADWIMPS,Dream lantern,1240
2022-06-29 19:22,SMPLY T,cutie,820
2022-06-29 19:22,Mavins,Overloading (OVERDOSE),940
2022-06-29 19:22,Sasha Alex Sloan,smiling when i die,2000
2022-06-29 19:22,DJ Snake,Middle,740
2022-06-29 19:22,Sadie Jean,WYD Now?,1780
2022-06-29 19:22,Łaszewo,Til U Hate Me,1070
2022-06-29 20:00,Reapz,Hood Favourite (Bando Basic),1790
2022-06-29 20:00,Hayd,What Did I Do?,46890
2022-06-29 20:00,Sasha Alex Sloan,smiling when i die,1380
2022-06-29 20:03,Victony,Kolomental,197000
2022-06-29 20:10,Victony,Chop & Slide,272140
2022-06-29 20:50,Victony,Chop & Slide,426457
2022-06-29 20:51,Victony,All Power,84362
2022-06-29 20:54,Victony,Chop & Slide,168667
2022-06-29 20:57,Victony,All Power,192284
2022-06-29 21:00,Cafuné,Tek It - Sped Up,166859
2022-06-29 21:03,Shayne Orok,As It Was - Japanese Version,163686
2022-06-29 21:06,Mafikizolo,Mamezala,1070
2022-06-29 21:06,Ruth B.,Dandelions - slowed + reverb,192481
2022-06-29 21:06,Kendrick Lamar,Poe Mans Dreams (His Vice) (feat. GLC),920
2022-06-29 21:06,Burna Boy,Last Last,840
2022-06-29 21:06,M Huncho,Pray 2 The East (feat. BNXN fka Buju),1570
2022-06-29 21:09,SPINALL,PALAZZO,153240
2022-06-29 21:09,Kendrick Lamar,The Heart Part 5,650
2022-06-29 21:09,Juice WRLD,Lean Wit Me,600
2022-06-29 21:09,Emma Louise,Jungle,880
2022-06-29 21:09,Justin Bieber,Sorry,890
2022-06-29 21:09,Frou Frou,A New Kind Of Love - Demo,550
2022-06-29 21:09,Aṣa,Show Me Off,700
2022-06-29 21:09,James Bay,Hold Back The River,730
2022-06-29 21:09,Juice WRLD,Lucid Dreams,710
2022-06-29 21:09,Juice WRLD,Used To,710
2022-06-29 21:09,Sasha Alex Sloan,Again,760
2022-06-29 21:09,Juice WRLD,All Girls Are The Same,750
2022-06-29 21:09,Kizz Daniel,Buga (Lo Lo Lo),670
2022-06-29 21:12,Aṣa,Show Me Off,197424
2022-06-29 22:02,Frou Frou,A New Kind Of Love - Demo,259072
2022-06-29 22:17,Future,WORST DAY,6552
2022-06-29 22:17,Future,BACK TO THE BASICS,400
2022-06-29 22:20,Future,WORST DAY,187360
2022-06-29 22:23,Future,BACK TO THE BASICS,177026
2022-06-29 22:24,Future,PUFFIN ON ZOOTIEZ,570
2022-06-29 22:24,Miguel,Adorn,650
2022-06-29 22:24,Boy Spyce,Bad Things,790
2022-06-29 22:24,Miguel,Sky Walker (feat. Travis Scott),870
2022-06-29 22:24,Future,LOVE YOU BETTER,56573
2022-06-29 22:24,ARDN,Jupiter & Mars,1470
2022-06-29 22:24,ARDN,Jupiter & Mars,520
2022-06-29 22:24,Wale,Lotus Flower Bomb (feat. Miguel),840
2022-06-29 22:24,Wale,Lotus Flower Bomb (feat. Miguel),1930
2022-06-29 22:24,Ryn Weaver,Traveling Song,800
2022-06-29 22:24,Diplo,Don't Forget My Love,2790
2022-06-29 22:24,Diplo,Don't Forget My Love,610
2022-06-29 22:24,gnash,get well soon (feat. liphemra),1190
2022-06-29 22:24,Miguel,All I Want Is You (feat. J. Cole),690
2022-06-29 22:24,PsychoYP,MIDLIFE CRISIS,2020
2022-06-29 22:24,PsychoYP,MIDLIFE CRISIS,680
2022-06-29 22:24,Miguel,Girl With The Tattoo Enter.lewd,910
2022-06-29 22:24,Future,WAIT FOR U (feat. Drake & Tems),1230
2022-06-29 22:25,Miguel,coffee,820
2022-06-29 22:25,Ikimonogakari,SAKURA-acoustic version-,59890
2022-06-29 22:30,Ikimonogakari,SAKURA-acoustic version-,265760
2022-06-29 22:35,Miguel,coffee,286573
2022-06-29 22:38,Caamp,Strawberries,219344
2022-06-29 22:42,Cafuné,Tek It,191823
2022-06-29 22:44,Harry Styles,As It Was,167303
2022-06-29 22:47,Ricky Rich,Habibi,179030
2022-06-29 22:50,Rema,Mara,178408
2022-06-29 22:53,Cruel Santino,HEATING ROCKS,171577
2022-06-30 02:00,ArrDee,Late Night Driving,140799
2022-06-30 04:53,Giveon,Unholy Matrimony,200476
2022-06-30 04:56,Giveon,Remind Me,204489
2022-06-30 04:59,Giveon,Lost Me,180953
2022-06-30 05:01,Obongjayar,All the Difference,97271
2022-06-30 06:17,Darkoo,Always (feat. Black Sherif),2800
2022-06-30 07:02,Lewis Capaldi,Someone You Loved,121150
2022-06-30 07:03,Kurt Hugo Schneider,Someone You Loved - Acoustic,2670
2022-06-30 07:03,Beth,Someone You Loved - Acoustic,29180
2022-06-30 07:05,Plamina,Someone You Loved - Acoustic,110500
2022-06-30 07:11,Lewis Capaldi,Someone You Loved,288390
2022-06-30 07:14,Giveon,Remind Me,730
2022-06-30 07:14,Giveon,Unholy Matrimony,161069
2022-06-30 07:20,Giveon,Lost Me,64060
2022-06-30 07:22,LADIPOE,Big Energy,126370
2022-06-30 07:22,Teni,Little (Love I Love),22390
2022-06-30 07:23,DJ Latitude,Chobar,19750
2022-06-30 07:25,Ladé,Adulthood Anthem,141130
2022-06-30 07:26,Kamo Mphela,Ghost,70820
2022-06-30 07:26,Mr Eazi,Legalize,15040
2022-06-30 07:29,Tems,The Key,1660
2022-06-30 07:29,Gyakie,SOMETHING,2040
2022-06-30 07:29,Mohbad,Ronaldo,12870
2022-06-30 07:29,Kizz Daniel,Buga (Lo Lo Lo),138690
2022-06-30 07:32,Khaid,WITH YOU,790
2022-06-30 07:32,Pheelz,Finesse,1720
2022-06-30 07:32,Magixx,Love Don't Cost A Dime (Re-Up),3230
2022-06-30 07:32,Ayra Starr,Bloody Samaritan,380
2022-06-30 07:32,Reminisce,Hustle,152020
2022-06-30 07:32,Omah Lay,Woman,17540
2022-06-30 07:35,Adekunle Gold,Sinner,1380
2022-06-30 07:35,Asake,Omo Ope (feat. Olamide),1110
2022-06-30 07:35,Victony,kolomental,1330
2022-06-30 07:35,Omah Lay,Understand,1440
2022-06-30 07:35,Fireboy DML,Playboy,181780
2022-06-30 07:35,Darkoo,Always (feat. Black Sherif),1180
2022-06-30 07:38,LADIPOE,Running,146140
2022-06-30 07:39,Zinoleesky,Loving You,76720
2022-07-01 08:15,Kate Bush,Running Up That Hill (A Deal With God),8917
2022-07-01 22:42,Drake,Best I Ever Had,257690
2022-07-01 23:05,The Game,Hate It Or Love It,206400
2022-07-02 08:26,Joji,Glimpse of Us,625456
2022-07-02 08:30,Hayd,Closure,196277
2022-07-02 08:33,Joji,Will He,202102
2022-07-02 08:36,rei brown,Thinking Bout You,190946
2022-07-02 08:38,Q,Who Will?,92656
2022-07-02 08:39,Tommy Lefroy,Flight Risk,59026
2022-07-02 08:41,Drake,Yebba’s Heartbreak,133762
2022-07-02 08:44,Joji,Normal People (feat. rei brown),166883
2022-07-02 08:46,demxntia,disappear,109741
2022-07-02 08:49,Hayd,What Did I Do?,215783
2022-07-02 08:52,Cafuné,Tek It - Sped Up,166859
2022-07-02 08:52,rei brown,Could I Be Somebody,15072
2022-07-02 14:44,Petit Biscuit,Sunset Lover - Slow Hours Remix,32810
2022-07-02 14:44,Petit Biscuit,Sunset Lover,2666
2022-07-02 14:48,Petit Biscuit,Sunset Lover - Manatee Commune Remix,153024
2022-07-03 00:07,Johnny Drille,Mystery Girl,32746
2022-07-03 00:14,Burner Boy,"Love, Damini",134640
2022-07-03 00:17,Kendrick Lamar,N95,195950
2022-07-03 00:17,Kendrick Lamar,Worldwide Steppers,13999
2022-07-03 00:20,rei brown,Thinking Bout You,190946
2022-07-03 00:24,Joji,Glimpse of Us,231633
2022-07-03 00:29,Burner Boy,"Love, Damini",1536
2022-07-03 00:31,The Game,Hate It Or Love It,206400
2022-07-03 00:36,Joey Bada$$,LAND OF THE FREE,283689
2022-07-03 00:39,Lewis Capaldi,Someone You Loved,182160
2022-07-03 00:43,Giveon,Unholy Matrimony,200476
2022-07-03 00:47,Giveon,Remind Me,204489
2022-07-03 00:50,Giveon,Lost Me,164253
2022-07-03 00:50,Obongjayar,Wrong for It,1570
2022-07-03 00:50,Obongjayar,All the Difference,5010
2022-07-03 00:53,Obongjayar,Wind Sailor,223613
2022-07-03 00:56,Mayorkun,Certified Loner (No Competition),165000
2022-07-03 01:00,Giggs,The Essence,228494
2022-07-03 01:03,David Kushner,Burn,179173
2022-07-03 01:05,Olakira,Fall,1514
2022-07-03 01:05,Olakira,Fall,132588
2022-07-03 01:05,Diplo,Don't Forget My Love,1024
2022-07-03 01:06,Passenger,Against the Grain,1130
2022-07-03 01:06,Diplo,Don't Forget My Love,25940
2022-07-03 01:09,rei brown,Thinking Bout You,190946
2022-07-03 01:13,Joji,Glimpse of Us,233456
2022-07-03 01:13,The Game,Hate It Or Love It,19205
2022-07-03 14:41,Menisms,Menisms SE01Ep01 - The Lagos Dating Experience ,68842
2022-07-03 14:44,rei brown,Thinking Bout You,179882
2022-07-03 16:56,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),62710
2022-07-03 16:58,Joey Bada$$,LAND OF THE FREE,99580
2022-07-03 17:01,Lewis Capaldi,Someone You Loved,182160
2022-07-03 17:50,rei brown,Thinking Bout You,15680
2022-07-03 18:53,Hayd,Changes,10453
2022-07-03 18:53,gnash,get well soon (feat. liphemra),4650
2022-07-03 19:00,ArrDee,Early Hours,2666
2022-07-03 19:01,Cigarettes After Sex,Sweet,1898
2022-07-03 19:03,The Fray,How to Save a Life,2602
2022-07-03 19:03,Tory Lanez,Still Waiting (feat. Trey Songz),6592
2022-07-03 19:05,Anson Seabra,Walked Through Hell,2901
2022-07-03 19:05,AURORA,Runaway,3157
2022-07-03 19:07,James Arthur,Say You Won't Let Go,1557
2022-07-04 07:10,Fort Atlantic,Let Your Heart Hold Fast,222549
2022-07-04 07:20,Ruth B.,Dandelions - slowed + reverb,260885
2022-07-04 07:24,Hayd,Changes,214814
2022-07-04 07:27,Hayd,Closure,196277
2022-07-04 07:30,Passenger,Going Going Gone,152430
2022-07-04 07:33,gnash,get well soon (feat. liphemra),192320
2022-07-04 07:36,Cafuné,Tek It,191823
2022-07-04 07:47,Harry Styles,As It Was,98876
2022-07-04 07:49,Moss Covered Technology,Departure Process,22208
2022-07-04 07:53,Hollow Coves,Coastline,233973
2022-07-04 08:11,Hollow Coves,Coastline,463937
2022-07-04 10:25,Giveon,Unholy Matrimony,119439
2022-07-04 10:29,Hollow Coves,Coastline,233973
2022-07-04 10:29,Fort Atlantic,Let Your Heart Hold Fast,11746
2022-07-04 10:32,Giveon,Unholy Matrimony,190310
2022-07-04 10:35,Giveon,Lost Me,172160
2022-07-04 10:39,One Direction,Night Changes,226600
2022-07-04 10:41,Sadie Jean,WYD Now?,85030
2022-07-04 10:48,Victony,Chop & Slide,95330
2022-07-04 10:56,DC,Paro(noia),122260
2022-07-04 13:39,The Fray,You Found Me,57216
2022-07-04 13:42,Hollow Coves,Coastline,70656
2022-07-04 13:46,Fort Atlantic,Let Your Heart Hold Fast,217429
2022-07-04 13:47,Joji,Glimpse of Us,80362
2022-07-04 18:09,The Fray,You Found Me,62229
2022-07-04 18:16,Two Feet,"Call Me, I Still Love You - Extended Version",201474
2022-07-04 18:21,The Weeknd,I Was Never There,241066
2022-07-04 18:31,Jay-Jay Johanson,You'll Miss Me When I'm Gone,168490
2022-07-04 18:37,Beach House,Space Song,320466
2022-07-04 18:41,Lana Del Rey,West Coast,256760
2022-07-04 18:44,Two Feet,Love Is a Bitch,181466
2022-07-04 18:45,DC,Paro(noia),4031
2022-07-04 18:45,Hayd,Changes,24234
2022-07-04 18:45,Two Feet,I Feel Like I'm Drowning,36756
2022-07-04 18:49,Hayd,Changes,214814
2022-07-04 18:49,Hayd,Closure,6551
2022-07-04 18:49,gnash,get well soon (feat. liphemra),3242
2022-07-04 18:53,Jinmi Adbuls,Long Distance,230896
2022-07-04 18:53,Sasha Alex Sloan,Dancing With Your Ghost,4885
2022-07-04 18:53,Brett Young,Back On The Wagon,17819
2022-07-04 18:54,Sasha Alex Sloan,Too Sad To Cry,55530
2022-07-04 18:59,David Kushner,Mr. Forgettable,152341
2022-07-04 19:01,Hippie Sabotage,Devil Eyes,1301
2022-07-04 19:01,The Weeknd,Try Me,1301
2022-07-04 19:01,Two Feet,I Feel Like I'm Drowning,123050
2022-07-04 19:02,Elvis Drew,Not Enough,82431
2022-07-04 19:02,Annie Lennox,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",2048
2022-07-04 19:02,The Weeknd,Die For You,1770
2022-07-04 19:04,Two Feet,Quick Musical Doodles,100373
2022-07-04 19:07,"Dwin, The Stoic",Winning Bread,194553
2022-07-04 19:10,Giveon,Lost Me,2090
2022-07-04 19:10,Joji,SLOW DANCING IN THE DARK,190205
2022-07-04 19:17,Giveon,Remind Me,7770
2022-07-04 19:17,Giveon,Unholy Matrimony,376924
2022-07-04 19:19,Giveon,Lost Me,121962
2022-07-04 19:21,Obongjayar,Wind Sailor,86954
2022-07-04 19:24,Hayd,Closure,196277
2022-07-04 19:25,Passenger,Going Going Gone,78486
2022-07-04 19:25,Khruangbin,Chocolate Hills,2837
2022-07-04 19:27,Passenger,Going Going Gone,1045
2022-07-04 19:28,Obongjayar,Wind Sailor,37013
2022-07-04 19:29,Hollow Coves,Coastline,56917
2022-07-04 19:30,Ruth B.,Dandelions - slowed + reverb,74133
2022-07-04 19:35,gnash,get well soon (feat. liphemra),123989
2022-07-04 19:37,Hollow Coves,Coastline,74880
2022-07-04 19:40,Shawn Mendes,Lost In Japan,12544
2022-07-04 19:40,Hollow Coves,The Woods,191871
2022-07-04 19:41,melvitto,Come Over,13568
2022-07-04 19:43,Coyote Theory,This Side of Paradise,80768
2022-07-04 19:44,Bruno Major,Nothing,42026
2022-07-04 19:45,Emotional Oranges,Sundays,88789
2022-07-04 19:47,Novo Amor,Repeat Until Death,97045
2022-07-04 19:49,Zinoleesky,Naira Marley,8191
2022-07-04 19:49,Emotional Oranges,Sundays,6716
